RELATÓRIO DE VAGAS - JOINVILLE/SC
Período: 22/06/2026 a 29/06/2026
Gerado em: 29/06/2026 17:17
Total de vagas: 42


🔴 ÚLTIMOS 7 DIAS - 42 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;24/06/2026;18:12;;Seguro de vida;Joinville/SC;Distrito Industrial;R$ 2.440,00.;Segunda a sexta-feira, das 05h00 às 14h18;;Médio Completo;;(41) 99845-1581;;Alimentação na empresa. Vale-transporte (fretado). Seguro de vida. Prêmio de assiduidade de R$ 60,00. Bônus presença de R$ 450,00. Plano de saúde. Requisitos: Ensino médio completo ou cursando. Será considerado diferencial estar cursando ou possuir formação técnica em Mecânica, Ferramentaria ou área;Ensino médio completo ou cursando. Será considerado diferencial estar cursando ou possuir formação técnica em Mecânica, Ferramentaria ou áreas correlatas. Contato WhatsApp: (41) 99845-1581;;;;https://t.me/c/1191506085/172509;Empregos Joinville e Região;OPORTUNIDADE PARA INÍCIO IMEDIATO - AUXILIAR DE USINAGEMLocal: Distrito Industrial, Joinville – SC. Operar furadeiras de bancada e rosqueadeiras automatizadas no acabamento de peças usinadas, conforme especificações e orientações recebidas. Abastecer os reservatórios das rosqueadeiras automatizadas e acompanhar a qualidade da produção. Realizar a lavagem das peças. Separar, contar, pesar, embalar e identificar as embalagens dos produtos acabados. Horários: 1º Turno: Segunda a sexta-feira, das 05h00 às 14h18. 2º Turno: Segunda a sexta-feira, das 14h18 às 23h18. Salário: R$ 2.440,00. Benefícios: Alimentação na empresa. Vale-transporte (fretado). Seguro de vida. Prêmio de assiduidade de R$ 60,00. Bônus presença de R$ 450,00. Plano de saúde. Requisitos: Ensino médio completo ou cursando. Será considerado diferencial estar cursando ou possuir formação técnica em Mecânica, Ferramentaria ou áreas correlatas. Contato WhatsApp: (41) 99845-1581
ÚLTIMOS 7 DIAS;Técnico;JUNE/2026;24/06/2026;18:12;Assistente Comercial;Vendedora de Suplementos em Pato Branco;Joinville/SC;;;;;;;(46) 99131-6468;;;;;;;https://t.me/c/1191506085/172504;Empregos Joinville e Região;Temos 18 vagas no setor Comercial Vendas internasVendedor(a) em Coprodutora de MKT em Pato BrancoVendedor(a) em Ótica em Francisco BeltrãoVendedora em Clínica de Pato BrancoVendedora em Clínica em BlumenauVendedora de Suplementos em Pato BrancoVendedora de Dermocosméticos em MaringáVendedora na Zassi Uniformes em Pato Branco Vendas externasVendedor(a) para Distribuidora em Joinville e RegiãoVendedor(a) de planejados em Pato Branco e Região Atendente de CaixaAtendente de caixa no PB Shopping em Pato BrancoAtendente de caixa em Casa de Pães em Pato Branco Consultor / EspecialistaConsultora de Relacionamento em Barbearia de Pato BrancoConsultora de Vendas em Clínica de BlumenauExecutivo(a) Comercial de tecnologia em Pato Branco Assessoria em setor ComercialAssessor(a) Comercial em Assessoria de Pato BrancoAssistente Comercial em Associação de Pato BrancoAssistente Comercial em JoinvilleAssistente Comercial em Pato BrancoChama a gente no WhatsApp (46) 99131-6468 ROCK JOBS Assessoria de RH
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;24/06/2026;18:12;;;Joinville/SC;Iririú;;;;Médio Completo;;(47) 8492-0040;;;;;com vendas, atendimento ao público ou telemarketing e gosta de desafios, essa oportunidade é para você! O que você vai fazer: Realizar negociações com clientes via WhatsApp, e-mail e telefone Atuar co;;https://t.me/c/1191506085/172498;Empregos Joinville e Região;VAGA ABERTA: NEGOCIADOR(A) Bairro Iririú - Joinville/SC Se você tem experiência com vendas, atendimento ao público ou telemarketing e gosta de desafios, essa oportunidade é para você! O que você vai fazer: Realizar negociações com clientes via WhatsApp, e-mail e telefone Atuar com atendimento ativo e receptivo Acompanhar acordos e processos de cobrança Atualizar informações no sistema Buscamos pessoas que tenham: Ensino médio completo Experiência com vendas, atendimento ou telemarketing Boa comunicação e poder de negociação Foco em metas e resultados O que oferecemos: Vale alimentação/refeição Vale transporte Plano de saúde Convênio odontológico Parcerias com instituições de ensino Academia Global Plano de desenvolvimento (PDI) Oportunidade real de crescimento Carga horária mensal: 180 horas Horário de trabalho: Segunda a quinta-feira: das 09h48 às 18h00 Sexta-feira: das 08h30 às 16h42 Entre em contato:(47) 8492-0040
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;24/06/2026;18:12;Vendedora;A BM VAGAS;Joinville/SC;;;;;;erasmo.soares@bmvagas.com;(47) 99287-2025;;;;;;;https://t.me/c/1191506085/172494;Empregos Joinville e Região;A BM VAGAS, em parceria com loja do segmento de moda feminina, acessórios e calçados, seleciona Vendedora para Joinville/SC.Whatsapp: (47) 99287-2025E-mail: erasmo.soares@bmvagas.com
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;23/06/2026;11:49;;;Joinville/SC;Zona Sul;R$ 3.300,00;;;Médio Completo;;;;"* Fretado ou auxílio combustível Vale-refeição Plano de saúde Plano odontológico Seguro de vida Prêmio de assiduidade de **R$ 150,00/mês** *Requisitos:*• Ensino Médio completo;• Experiência em almoxarifado e/ou expedição;• Vivência como líder ou facilitador será um diferencial;• Conhecimento em WMS;";"*• Ensino Médio completo;• Experiência em almoxarifado e/ou expedição;• Vivência como líder ou facilitador será um diferencial;• Conhecimento em WMS;• Desejável residir na Zona Sul de Joinville ou em Araquari. *Interessados, entrar em contato com Jaqueline pelo WhatsApp: (47) 9 8821-4528.*";;"em almoxarifado e/ou expedição;• Vivência como líder ou facilitador será um diferencial;• Conhecimento em WMS;• Desejável residir na Zona Sul de Joinville ou em Araquari. *Interessados, entrar em cont";;https://t.me/c/1191506085/172259;Empregos Joinville e Região;"*VAGA ABERTA | FACILITADOR DE ALMOXARIFADO* *Local:* Araquari/SC *(preferencialmente residentes na Zona Sul de Joinville ou Araquari)* *Salário inicial:* **R$ 3.300,00** *Horário:* Segunda a sexta, das **05h às 14h** *Benefícios:* Fretado ou auxílio combustível Vale-refeição Plano de saúde Plano odontológico Seguro de vida Prêmio de assiduidade de **R$ 150,00/mês** *Requisitos:*• Ensino Médio completo;• Experiência em almoxarifado e/ou expedição;• Vivência como líder ou facilitador será um diferencial;• Conhecimento em WMS;• Desejável residir na Zona Sul de Joinville ou em Araquari. *Interessados, entrar em contato com Jaqueline pelo WhatsApp: (47) 9 8821-4528.*"
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;23/06/2026;11:49;Auxiliar De Expedição;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/172258;Empregos Joinville e Região;VAGA IMPERDIVEL: Auxiliar de Expedição e RecebimentoInteressados, entrar em contato com Jaqueline pelo WhatsApp: (47) 9 8821-4528.
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;23/06/2026;11:48;Camareira;;Joinville/SC;Centro;R$ 2.100,00;;;Fundamental Completo;;(47) 9923-3891;;• Vale-alimentação de R$ 550,00• Vale-transporte (desconto de 6% do salário-base)• Prêmio de produtividade de R$ 200,00 (mediante critérios)• Gympass após 3 meses• Zenklub após 3 meses• Café da tarde todas as sextas-feiras• Plano de saúde Unimed com coparticipação após 3 meses• Premiação semestral p;• Ensino Fundamental completo• Mínimo de 1 ano de experiência Benefícios:• Vale-alimentação de R$ 550,00• Vale-transporte (desconto de 6% do salário-base)• Prêmio de produtividade de R$ 200,00 (mediante critérios)• Gympass após 3 meses• Zenklub após 3 meses• Café da tarde todas as sextas-feiras• Pla;• Limpeza e organização das áreas sociais e de colaboradores• Limpeza e arrumação de apartamentos• Conservação dos apartamentos vagos• Organização dos carrinhos de limpeza• Registro de objetos esquecidos pelos hóspedes• Abertura de ordens de serviço pelo aplicativo (quando necessário)• Apoio no café da manhã e lavagem de louças quando solicitado• Utilização correta de EPIs e produtos de limpeza• D;Benefícios:• Vale-alimentação de R$ 550,00• Vale-transporte (desconto de 6% do salário-base)• Prêmio de produtividade de R$ 200,00 (mediante critérios)• Gympass após 3 meses• Zenklub após 3 meses• Caf;;https://t.me/c/1191506085/172257;Empregos Joinville e Região;VAGA DE EMPREGO – CAMAREIRA | JOINVILLE (CENTRO)A RHBrasil está com oportunidade para Camareira em empresa localizada no Centro de Joinville. Salário: R$ 2.100,00 Horário de trabalho:• Escala 6x1• Das 9h às 17h20 Requisitos:• Ensino Fundamental completo• Mínimo de 1 ano de experiência Benefícios:• Vale-alimentação de R$ 550,00• Vale-transporte (desconto de 6% do salário-base)• Prêmio de produtividade de R$ 200,00 (mediante critérios)• Gympass após 3 meses• Zenklub após 3 meses• Café da tarde todas as sextas-feiras• Plano de saúde Unimed com coparticipação após 3 meses• Premiação semestral por qualidade Principais atividades:• Limpeza e organização das áreas sociais e de colaboradores• Limpeza e arrumação de apartamentos• Conservação dos apartamentos vagos• Organização dos carrinhos de limpeza• Registro de objetos esquecidos pelos hóspedes• Abertura de ordens de serviço pelo aplicativo (quando necessário)• Apoio no café da manhã e lavagem de louças quando solicitado• Utilização correta 
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;23/06/2026;11:46;Estoquista;;Joinville/SC;;;;;;;(47) 99243-7160;;;;;com modelos retrátil e a gás, esta vaga é para você Compareça: Rua Mal. Deodoro, 184. Dúvidas: (47) 99243-7160https://tinyurl.com/EMPLOYER15;;https://t.me/c/1191506085/172248;Empregos Joinville e Região;Vaga disponível: Estoquista/Almoxarife em Joinville/SC! Se você possui curso de empilhadeira e experiência com modelos retrátil e a gás, esta vaga é para você Compareça: Rua Mal. Deodoro, 184. Dúvidas: (47) 99243-7160https://tinyurl.com/EMPLOYER15
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;23:49;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/172235;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;23:49;Auxiliar De Cozinha;;Joinville/SC;;R$2200,00;;Contrato;;;;;;;;;;https://t.me/c/1191506085/172231;Empregos Joinville e Região;Auxiliar de CozinhaAuxiliar de CozinhaBuffet de Comida a KgSalário: R$2200,00 (R$ 2300,00 após a experiência) Vale alimentação: R$300,00 (após experiência)+ Seguro de vida+ Plano odontológico +Vale transporte+ Prêmio por Assiduidade (R$200,00 após experiência) 1 hora de intervalo Escala 6x1, 1 domingo por mês.+ 1 Folga Bônus Gratificação.Vaga FemininaFalar o Português BrasilContrato registrado em Carteira 7:00 às 15:20
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;23:49;Lavador De;;Joinville/SC;Adhemar Garcia;;;;;;47996918526;;;;;47996918526;;https://t.me/c/1191506085/172206;Empregos Joinville e Região;Contrata lavador de carro que resida no bairro Adhemar Garcia ou bairros próximos com experiência:47996918526
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;23:49;;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/172204;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;23:49;Operador De Empilhadeira;TUPY;Joinville/SC;Centro;R$ 2.620,60;;;;;;;• Plano de Saúde• Plano Odontológico• Prêmio Assiduidade• Remuneração Variável (PRT)• Previdência Privada• Convênios• Seguro de Vida em Grupo• Associação Atlética Tupy (AAT)• Cartão de Facilidades• Refeição na Empresa• Transporte Fretado ou Vale-Transporte Interessados podem comparecer em nossa agên;;;;;https://t.me/c/1191506085/172201;Empregos Joinville e Região;TUPY – VAGAS ABERTASA Tupy está com oportunidades para contratação! Operador de Usinagem – 15 vagas Preparador Fusão – 25 vagas Operador de Produção (Macharia) – 10 vagas Operador de Acabamento – 15 vagas Operador de Empilhadeira – 10 vagas Salário: a partir de R$ 2.620,60 Benefícios:• Plano de Saúde• Plano Odontológico• Prêmio Assiduidade• Remuneração Variável (PRT)• Previdência Privada• Convênios• Seguro de Vida em Grupo• Associação Atlética Tupy (AAT)• Cartão de Facilidades• Refeição na Empresa• Transporte Fretado ou Vale-Transporte Interessados podem comparecer em nossa agência com a Carteira Digital de Trabalho na terça-feira (23/06), às 14h. Empregador RH & ServiçosRua Rio Branco, 320 – Centro – Joinville/SC
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;23:49;;;Joinville/SC;;;;;;;;;Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.;;;;;https://t.me/c/1191506085/172198;Empregos Joinville e Região;Benefícios:Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.

============================== RESUMO ==============================
Total de vagas:;42
ÚLTIMOS 7 DIAS:;42

POR CATEGORIA:
Administrativo:;2
Operacional:;25
Técnico:;2
Geral:;13
