RELATÓRIO DE VAGAS - JOINVILLE/SC
Período: 01/06/2026 a 29/06/2026
Gerado em: 29/06/2026 13:44
Total de vagas: 225
Administrativo: 9; | Operacional: 105; | Técnico: 6; | Geral: 105


🔴 ÚLTIMOS 7 DIAS - 49 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;18/06/2026;21:39;Vagas Noturnas;VagaNoturna;Joinville/SC;Atiradores;R$ 1.433,60;;;Médio Completo;;(47) 99765-0272;;;✔ Ter mais de 18 anos✔ Ensino médio completo✔ Não estar trabalhando atualmente Início imediato! Interessou? Entre em contato agora mesmo:(47) 99765-0272 – Luiz Marque alguém que está procurando uma oportunidade no período noturno!#VagaNoturna #Emprego #CallCenter #Oportunidade #Trabalho #Contratacao;;;;https://t.me/c/1191506085/171831;Empregos Joinville e Região;✨ VAGAS NOTURNAS – INÍCIO IMEDIATO!Está em busca de uma oportunidade no período da noite? Temos vagas abertas para Atendimento SAC Receptivo! Horários disponíveis: 20h às 02h 02h às 08h O que oferecemos:✔ Salário de R$ 1.433,60✔ Vale-alimentação de R$ 145,00✔ Bonificação após 3 meses✔ Escala 5x2✔ Adicional noturno de 25% para ambos os turnos, aumentando ainda mais os seus ganhos! Local: Presencial – Atiradores (BR Call Center) Requisitos:✔ Ter mais de 18 anos✔ Ensino médio completo✔ Não estar trabalhando atualmente Início imediato! Interessou? Entre em contato agora mesmo:(47) 99765-0272 – Luiz Marque alguém que está procurando uma oportunidade no período noturno!#VagaNoturna #Emprego #CallCenter #Oportunidade #Trabalho #ContratacaoImediata #Joinville
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;18/06/2026;21:36;Vaga Aberta;Nossa lotérica está;Joinville/SC;Centro;;;;;;;;Local: [Centro/Joinville]Tem o perfil ou conhece alguém? Inscreva-se pelo link abaixo: https://forms.gle/ebjPvaf3eT6KJDLR9Boa sorte!;;;;;https://t.me/c/1191506085/171829;Empregos Joinville e Região;VAGA ABERTA: VENDEDOR(A) DE BOLÃO DIGITAL Nossa lotérica está contratando! Buscamos alguém comunicativo, bom de vendas e sem timidez com as câmeras para atendimento digital e gravação de Stories diários no Instagram.O que você vai fazer:Vendas ativas de bolões via WhatsApp e ligações.Criar conexão com os clientes.Gravar Stories diários para o Instagram da lotérica.Oferecemos: Salário fixo + Benefícios Local: [Centro/Joinville]Tem o perfil ou conhece alguém? Inscreva-se pelo link abaixo: https://forms.gle/ebjPvaf3eT6KJDLR9Boa sorte!
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;18/06/2026;16:44;Auxiliar De Produção Ii;localizada na Av;Joinville/SC;Aventureiro;;;;;;47 99278-1004;;Total 2850,00De segunda a sexta-feira07:00h as 16:48hNecessário morar nos bairros:Aventureiro, Jardim Paraíso, Jardim SofiaCubatão, Jardim IririúEmpresa localizada na Av. Santos DumontInteressados chamar no 47 99278-1004;morar nos bairros:Aventureiro, Jardim Paraíso, Jardim SofiaCubatão, Jardim IririúEmpresa localizada na Av. Santos DumontInteressados chamar no 47 99278-1004;;;;https://t.me/c/1191506085/171816;Empregos Joinville e Região;*Vaga* *Masculina*Auxiliar de Produção II p/ pequena fabrica de salgadosSalário já com os benefícios Total 2850,00De segunda a sexta-feira07:00h as 16:48hNecessário morar nos bairros:Aventureiro, Jardim Paraíso, Jardim SofiaCubatão, Jardim IririúEmpresa localizada na Av. Santos DumontInteressados chamar no 47 99278-1004
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;18/06/2026;16:44;Auxiliar De Cozinha Horário;Com Registro em Carteira;Joinville/SC;Boa Vista;;;;;;47 99168-0860;;;;;;;https://t.me/c/1191506085/171815;Empregos Joinville e Região;Cargo: Auxiliar de Cozinha Horário: ➡ Das 6:30 às 16:30h de segunda a quinta➡ Sexta-feira das 6:30 às 15:30h Salário: a combinar Refeição no local Vale-transporte (desconto de 6%)Local: Restaurante no Boa VistaVaga: FemininaCom Registro em CarteiraEntrar em contato - somente se estiver interessado – 47 99168-0860
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;18/06/2026;14:30;Pretendida;Convênio com a academias;Joinville/SC;;;;;;;;;Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.;;;;;https://t.me/c/1191506085/171813;Empregos Joinville e Região;Benefícios:Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;18/06/2026;12:52;Vaga Para Pedreiro;;Joinville/SC;;;;;;;(47) 996312896;;;;;;;https://t.me/c/1191506085/171799;Empregos Joinville e Região;Vaga para pedreiro e servente contato pelo whatsapp 47996312896
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;17/06/2026;18:22;Se Interessou Por;;Joinville/SC;;;;MEI;;;;;;;;;;https://t.me/c/1191506085/171752;Empregos Joinville e Região;Se interessou por essa vaga, clique aqui https://entrevista.starmindai.ai/ insira o código BRIT-PR1 e já faça sua primeira entrevista com nossa IA, SophIA. Boa sorte no processo.
ÚLTIMOS 15 DIAS;Administrativo;JUNE/2026;17/06/2026;18:22;Vaga Aberta;do atendimento;Joinville/SC;;;;CLT;Médio Completo;;(47) 992353500;;"* Vale-Transporte;* Refeição no local;* Convênio com Sest Senat;* Day Off de aniversário;* Seguro de Vida;* Prêmio assiduidade.Tipo de contratação:* Efetivo CLTInteressados(as) podem se candidatar à vaga em: https://mbintermediacoesltda.pandape.infojobs.com.br/Detail?id=3357768 ou enviar mensagem ne";"* Residir na região Norte de Joinville;* Experiência com atendimento ao cliente;* Conhecimento em Excel;* Ensino Médio completo. Desejável ensino superior na área.Horário de trabalho:* Segunda a sexta-feira, das 08h00 às 17h48.Benefícios:* Vale-Transporte;* Refeição no local;* Convênio com Sest Sena";;"com atendimento ao cliente;* Conhecimento em Excel;* Ensino Médio completo. Desejável ensino superior na área.Horário de trabalho:* Segunda a sexta-feira, das 08h00 às 17h48.Benefícios:* Vale-Transpor";;https://t.me/c/1191506085/171741;Empregos Joinville e Região;"VAGA ABERTA | ASSISTENTE DE SAC Joinville/SC – PresencialEstamos buscando um(a) Assistente de SAC para atuar em nossa operação logística, prestando suporte aos clientes e contribuindo para a excelência do atendimento.Requisitos:* Residir na região Norte de Joinville;* Experiência com atendimento ao cliente;* Conhecimento em Excel;* Ensino Médio completo. Desejável ensino superior na área.Horário de trabalho:* Segunda a sexta-feira, das 08h00 às 17h48.Benefícios:* Vale-Transporte;* Refeição no local;* Convênio com Sest Senat;* Day Off de aniversário;* Seguro de Vida;* Prêmio assiduidade.Tipo de contratação:* Efetivo CLTInteressados(as) podem se candidatar à vaga em: https://mbintermediacoesltda.pandape.infojobs.com.br/Detail?id=3357768 ou enviar mensagem neste contato (47)992353500."
ÚLTIMOS 15 DIAS;Administrativo;JUNE/2026;16/06/2026;20:43;Vaga Rhgruppe;VagaDeEmprego;Joinville/SC;;R$ 2.509,13;;Temporário;Médio Completo;;5547991219;;Vale-transporte – Sem desconto Vale alimentação/refeição - Sem desconto✔ Distribuição de frutas - Gratuito 1 vez por semana✔ Cozinha equipada✔ Café - Gratuito✔ Ginástica laboral - 2 vezes por semana Como se candidatar WhatsApp: http://wa.me/5547991219489 Cadastre-se: www.rhgruppe.com.br#VagaDeEmpreg;"obrigatórios:• Ensino Médio Completo;• Experiência com atividades de cobrança;• Boa comunicação e negociação;• Conhecimento básico em informática. Benefícios Vale-transporte – Sem desconto Vale alimentação/refeição - Sem desconto✔ Distribuição de frutas - Gratuito 1 vez por semana✔ Cozinha equipada✔";"• Realizar contato com clientes para negociação e cobrança de valores em aberto;• Acompanhar acordos e prazos de pagamento;• Atualizar informações em sistema;• Emitir relatórios e controles da área;• Prestar suporte às demandas administrativas relacionadas à cobrança. ✅ Requisitos obrigatórios:• Ensino Médio Completo;• Experiência com atividades de cobrança;• Boa comunicação e negociação;• Conheci";"com atividades de cobrança;• Boa comunicação e negociação;• Conhecimento básico em informática. Benefícios Vale-transporte – Sem desconto Vale alimentação/refeição - Sem desconto✔ Distribuição de frut";;https://t.me/c/1191506085/171587;Empregos Joinville e Região;"VAGA RHGRUPPE | ASSISTENTE DE COBRANÇA Local: Joinville Contrato: Temporário Horário: 12h00 às 18h20 (168h mensais) Salário: R$ 2.509,13 Atividades:• Realizar contato com clientes para negociação e cobrança de valores em aberto;• Acompanhar acordos e prazos de pagamento;• Atualizar informações em sistema;• Emitir relatórios e controles da área;• Prestar suporte às demandas administrativas relacionadas à cobrança. ✅ Requisitos obrigatórios:• Ensino Médio Completo;• Experiência com atividades de cobrança;• Boa comunicação e negociação;• Conhecimento básico em informática. Benefícios Vale-transporte – Sem desconto Vale alimentação/refeição - Sem desconto✔ Distribuição de frutas - Gratuito 1 vez por semana✔ Cozinha equipada✔ Café - Gratuito✔ Ginástica laboral - 2 vezes por semana Como se candidatar WhatsApp: http://wa.me/5547991219489 Cadastre-se: www.rhgruppe.com.br#VagaDeEmprego #RHGruppe #Assistente #JoinvilleSC #Cobrança#Oportunidade #TrabalheConosco"
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;20:43;Se De Revisora Para;;Joinville/SC;Bom Retiro;;;;;;47 997770028;;;;;;;https://t.me/c/1191506085/171578;Empregos Joinville e Região;Precisa-se de revisora para o Bairro Bom Retiro.Chamar no watts 47 997770028, Daniela
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;20:43;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/171569;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 15 DIAS;Administrativo;JUNE/2026;16/06/2026;20:43;Employer Está Com;;Joinville/SC;Zona Industrial Norte;;;;;;(47) 99208-8529;;;;;;;https://t.me/c/1191506085/171567;Empregos Joinville e Região;A Employer está com novas vagas abertas para a Zona Industrial Norte. Se você está em busca de uma nova oportunidade, confira as posições disponíveis em:✔ Montador Mecânico✔ Auxiliar de Produção✔ Caldeireiro✔ Motorista Operacional (cat. D)✔ Projetista Auxiliar✔ Assistente Fiscal Horário: Comercial (segunda a sexta-feira). Interessados podem entrar em contato pelo WhatsApp: (47) 99208-8529https://tinyurl.com/EMPLOYER12
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;20:43;Employer Joinville Está;aberto para a posição de Estoquista na Zo;Joinville/SC;Zona Norte;R$ 35,00;;;Médio Completo;;(47) 99243-7160;;Vale Transporte Vale Refeição (R$ 35,00/dia)☕ Área para alimentação e convivência Seguro de Vida Interessados: Entre em contato agora pelo WhatsApp (47) 99243-7160 ou venha nos visitar na Rua Mal. Deodoro, 184.✔https://tinyurl.com/EMPLOYER15;;;;;https://t.me/c/1191506085/171566;Empregos Joinville e Região;A Employer Joinville está com processo seletivo aberto para a posição de Estoquista na Zona Norte! Se você tem ensino médio completo (ou cursando) e conhecimentos básicos de informática, essa é a sua chance!Benefícios: Vale Transporte Vale Refeição (R$ 35,00/dia)☕ Área para alimentação e convivência Seguro de Vida Interessados: Entre em contato agora pelo WhatsApp (47) 99243-7160 ou venha nos visitar na Rua Mal. Deodoro, 184.✔https://tinyurl.com/EMPLOYER15
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;20:43;Pretendida;Convênio com a academias;Joinville/SC;;;;;;;;;Vale Alimentação Após a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.;;;;;https://t.me/c/1191506085/171557;Empregos Joinville e Região;Benefícios:Vale Alimentação Após a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;20:43;Vaga De Auxiliar De;;Joinville/SC;Bucarein;;;;;;47 988790390;;;;;;;https://t.me/c/1191506085/171545;Empregos Joinville e Região;Vaga de auxiliar de estoque em centro automotivo! Bairro Bucarein47 988790390
ÚLTIMOS 15 DIAS;Técnico;JUNE/2026;16/06/2026;20:43;Vagas Abertas Para;ZANOTTI;Joinville/SC;;;;;;;;;Transporte fretado com 3% de desconto para a região de Massaranduba, São João do Itaperiu e Barra Velha, refeitório interno, prêmio indique um amigo, plano de saúde (subsídio de 50% da mensalidade), comemoração de datas especiais, parceria com academias, convênio com farmácias, convênios de saúde, c;;;;;https://t.me/c/1191506085/171532;Empregos Joinville e Região;Vagas abertas para o GRUPO ZANOTTI, localizado em Massaranduba/SC.- FERRAMENTEIRO I- MECÂNICO DE MANUTENÇÃO- OPERADOR PROGRAMADOR CNC I BENEFÍCIOS Transporte fretado com 3% de desconto para a região de Massaranduba, São João do Itaperiu e Barra Velha, refeitório interno, prêmio indique um amigo, plano de saúde (subsídio de 50% da mensalidade), comemoração de datas especiais, parceria com academias, convênio com farmácias, convênios de saúde, convênio com universidades, auxílio-estudo e outros.A empresa também está avaliando candidatos de outras localidades, porém não oferece auxílio ou suporte para mudança de cidade. Link das vagas aqui: https://www.rhgenial.com.br/vaga?area=&regiao=24&nome=
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;20:43;Vaga Aberta;com vendas;Joinville/SC;Iririú;;;;Médio Completo;;47 8492-0040;;;;;com vendas, atendimento ao público ou telemarketing e gosta de desafios, essa oportunidade é para você! O que você vai fazer:* Realizar negociações com clientes via WhatsApp, e-mail e telefone* Atuar ;;https://t.me/c/1191506085/171528;Empregos Joinville e Região;VAGA ABERTA: NEGOCIADOR(A) BAIRRO IRIRIÚ - JOINVILLE Se você tem experiência com vendas, atendimento ao público ou telemarketing e gosta de desafios, essa oportunidade é para você! O que você vai fazer:* Realizar negociações com clientes via WhatsApp, e-mail e telefone* Atuar com atendimento ativo e receptivo* Acompanhar acordos e processos de cobrança* Atualizar informações no sistema Buscamos pessoas que tenham:* Ensino médio completo* Experiência com vendas, atendimento ou telemarketing* Boa comunicação e poder de negociação* Foco em metas e resultados O que oferecemos:* Vale alimentação/refeição * Vale transporte * Plano de saúde * Convênio odontológico * Parcerias com instituições de ensino * Academia Global * Plano de desenvolvimento (PDI) * Oportunidade real de crescimento Carga horária mensal: 180 horas Horário de trabalho:* Segunda a quinta-feira: das 09:48 às 18:00* Sexta-feira: das 08:30 às 16:42 Interessou? Então não perde tempo!Agende sua entrevista agora mesmo 47 8492-004
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;20:43;Trabalhador No Cultivo;Disponibilidade para realizar viagens;Joinville/SC;Centro;R$ 2.300,00;;;Fundamental Completo;;(47) 99680-0136;;Vale-transporteTicket alimentaçãoFretamento para moradores da região do Itinga (verificar rotas na entrevista) PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville - das 12h às 18h ou pelo app da Carteira de Trabalho Digital: M;Ensino Fundamental CompletoNão exige experiênciaDisponibilidade para realizar viagens BENEFÍCIOS:Vale-transporteTicket alimentaçãoFretamento para moradores da região do Itinga (verificar rotas na entrevista) PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifí;Realizar plantio de mudas nativas e exóticasAuxiliar nas atividades de supressão de vegetaçãoAuxiliar no transporte e carregamento de lenhaExecutar atividades de conservaçãoRealizar serviços gerais de limpezaDesempenhar outras atividades inerentes ao cargo REQUISITOS:Ensino Fundamental CompletoNão exige experiênciaDisponibilidade para realizar viagens BENEFÍCIOS:Vale-transporteTicket alimentaçãoFr;;;https://t.me/c/1191506085/171525;Empregos Joinville e Região;VAGA: TRABALHADOR NO CULTIVO DE MUDAS 9047529 Local de trabalho: Araquari – Itinga Salário: R$ 2.300,00 Horário: 44 horas semanais – Segunda a sexta-feira ATIVIDADES:Realizar plantio de mudas nativas e exóticasAuxiliar nas atividades de supressão de vegetaçãoAuxiliar no transporte e carregamento de lenhaExecutar atividades de conservaçãoRealizar serviços gerais de limpezaDesempenhar outras atividades inerentes ao cargo REQUISITOS:Ensino Fundamental CompletoNão exige experiênciaDisponibilidade para realizar viagens BENEFÍCIOS:Vale-transporteTicket alimentaçãoFretamento para moradores da região do Itinga (verificar rotas na entrevista) PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville - das 12h às 18h ou pelo app da Carteira de Trabalho Digital: Maleta Objetivos Profissionais cadastre-se para se candidatar. PARA RECEBER DIARIAMENTE A LISTA DE VAGAS:https://chat.whatsapp.com/BXCJFQNwuhp8Co6I2JeXv9 WHATSAPP: (47) 9
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;18:22;Vaga De Emprego;;Joinville/SC;;;;;;;48 98503-0454;;+ vale transporte De segunda a sexta-feira Local: Monte Verde – Florianópolis Interessados entrar em contato via WhatsApp no 48 98503-0454;;;;;https://t.me/c/1191506085/171469;Empregos Joinville e Região;Vaga de Emprego – Atendente para Oficina Mecânica Fundamental ter conhecimento na área de oficina mecânica Conhecimento em peças automotivas Salário + benefícios + vale transporte De segunda a sexta-feira Local: Monte Verde – Florianópolis Interessados entrar em contato via WhatsApp no 48 98503-0454
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;14:09;Mutirão De Vagas;;Joinville/SC;Zona Industrial Tupy;R$ 2.217,60;;;;;(47) 98827-1420;;atrativos Vagas para 1º e 2º turno:1° turno: 04h45 às 14h302° turno: 14h30 às 00h00 Mais informações: (47) 98827-1420;;;;;https://t.me/c/1191506085/171467;Empregos Joinville e Região;MUTIRÃO DE VAGAS | TERMOTÉCNICA Está em busca de uma nova oportunidade? Chegou a sua chance! Compareça na Termotécnica: R. Albano Schmidt, 2750 – Zona Industrial TupyJoinville/SC Data: 18/06 (Quinta-feira) Horário: 08h30 às 11h30 Vagas disponíveis:✅ Auxiliar de Produção✅ Auxiliar de Operações (Logística)✅ Técnico Eletromecânico (salário a combinar) Salário a partir de R$ 2.217,60 + benefícios atrativos Vagas para 1º e 2º turno:1° turno: 04h45 às 14h302° turno: 14h30 às 00h00 Mais informações: (47) 98827-1420
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:29;Pretendida;Convênio com a academias;Joinville/SC;;;;;;;;;Vale Alimentação Após a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.;;;;;https://t.me/c/1191506085/171455;Empregos Joinville e Região;Benefícios:Vale Alimentação Após a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:15;Oportunidade De Carreira Em;;Joinville/SC;;;;;;rh@jdunit.com;(47) 99984-0286;;;;;;;https://t.me/c/1191506085/171444;Empregos Joinville e Região;✅ Oportunidade de carreira em Joinville- SC, através do RH JDunit. Acesse nossa plataforma e confira mais oportunidades de trabalho: https://www.rhjdunit.com.br/vagas-joinville-scContato em caso de dúvidas: | rh@jdunit.com ou Whastapp (47) 99984-0286
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:15;Advogado Trabalhista Pleno;Tipo de;Joinville/SC;;R$ 4.500,00;;;;;;;"✅ Remuneração: R$ 4.500,00 a R$ 5.500,00.✅ Vale Alimentação/Refeição;✅ Vale Transporte 100% custeado ou subsídio de estacionamento;✅ Plano de Saúde;✅ Plano Odontológico;✅ Descontos em farmácias;✅ Programa de Apoio Psicológico (PAE);✅ Totalpass;✅ Ori Nutri;✅ Day off de aniversário;✅ Atuação em escrit";;"em escritório consolidado e com oportunidades de desenvolvimento profissional. Jornada de Trabalho: Segunda a sexta-feira – horário comercial. Modalidade: Presencial; Tipo de contratação: Associado; Aponte a câmera do celular para o QR Code: ou Clique aqui para se candidatar: https://bedinconsulting.selecty.com.br/vaga/286/vaga-para-advogado-trabalhista-pleno-em-joinville-sc Para mais vagas, siga ";;;https://t.me/c/1191506085/171403;Empregos Joinville e Região;"⚖ *Advogado Trabalhista Pleno* *(Contencioso)* Joinville – SC Benefícios:✅ Remuneração: R$ 4.500,00 a R$ 5.500,00.✅ Vale Alimentação/Refeição;✅ Vale Transporte 100% custeado ou subsídio de estacionamento;✅ Plano de Saúde;✅ Plano Odontológico;✅ Descontos em farmácias;✅ Programa de Apoio Psicológico (PAE);✅ Totalpass;✅ Ori Nutri;✅ Day off de aniversário;✅ Atuação em escritório consolidado e com oportunidades de desenvolvimento profissional. Jornada de Trabalho: Segunda a sexta-feira – horário comercial. Modalidade: Presencial; Tipo de contratação: Associado; Aponte a câmera do celular para o QR Code: ou Clique aqui para se candidatar: https://bedinconsulting.selecty.com.br/vaga/286/vaga-para-advogado-trabalhista-pleno-em-joinville-sc Para mais vagas, siga no Instagram: @encontrarh_bedintalent @bedinsolutions Site: www.bedinconsulting.com#AdvogadoTrabalhista #Advocacia #Juridico #DireitoDoTrabalho #Joinville #VagasSC #EmpregoSC #Oportunidade #BedinTalent #EncontraRH"
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:15;Auxiliar De Encanador;Não exigida;Joinville/SC;Centro;;;;;;(47) 99680-0136;;Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Experiência: Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Auxiliar em serviços de elétrica e hidráulicaSeparar e entregar peças para a execução dos serviçosAuxiliar na aplicação de cola e utilização de lixaDar suporte nas instalações e manutençõesAuxiliar nas atividades operacionais da equipe Requisitos:Experiência: Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios inform;Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do P;;https://t.me/c/1191506085/171401;Empregos Joinville e Região;VAGA: AUXILIAR DE ENCANADOR 9047463 Local de trabalho: Joinville – Centro Salário: Não informado Horário: Segunda a sexta-feira – 07:30 às 12:00 e das 13:00 às 17:00 Atividades:Auxiliar em serviços de elétrica e hidráulicaSeparar e entregar peças para a execução dos serviçosAuxiliar na aplicação de cola e utilização de lixaDar suporte nas instalações e manutençõesAuxiliar nas atividades operacionais da equipe Requisitos:Experiência: Não exigidaEscolaridade: Fundamental completoNecessário disponibilizar veículo para o trabalhoNão exige CNH Benefícios:Sem benefícios informados Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:15;Oportunidades Para Inicio;;Joinville/SC;;;;;;;41 99999-1083;;;;;;;https://t.me/c/1191506085/171398;Empregos Joinville e Região;Oportunidades para inicio imediato! 41 99999-1083
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:15;Vagas Para Joinville;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/171380;Empregos Joinville e Região;Vagas para Joinville e região Não oferecemos alojamento!
ÚLTIMOS 15 DIAS;Operacional;JUNE/2026;16/06/2026;13:15;Para Auxiliar De Depósito;;Joinville/SC;;;;;;;(47)997450721;;;;;;;https://t.me/c/1191506085/171378;Empregos Joinville e Região;Boa tarde, estamos com vaga para auxiliar de depósito, para mais informações entrar em contato pelo (47)997450721
ÚLTIMOS 15 DIAS;Geral;JUNE/2026;16/06/2026;13:15;Armador De Ferros;Escolaridade não exigida;Joinville/SC;Centro;R$ 2.750,00;;;;;(47) 99680-0136;;Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville - das 12h às 18h ou pelo app da Carteira de Trabalho Digita;06 meses de experiênciaEscolaridade não exigida BENEFÍCIOS:Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville ;Preparação de armações e estruturas de concretoCorte e dobra de ferragensMontagem de armações para fundações, pilares e vigasConfecção de corpos de prova REQUISITOS:06 meses de experiênciaEscolaridade não exigida BENEFÍCIOS:Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do P;;;https://t.me/c/1191506085/171372;Empregos Joinville e Região;VAGA: ARMADOR DE FERROS 9078532 Local de trabalho: Joinville – Paranaguamirim Salário: R$ 2.750,00 Horário: 07h30 às 17h30 (segunda a quinta) e até 16h30 (sexta-feira) ATIVIDADES:Preparação de armações e estruturas de concretoCorte e dobra de ferragensMontagem de armações para fundações, pilares e vigasConfecção de corpos de prova REQUISITOS:06 meses de experiênciaEscolaridade não exigida BENEFÍCIOS:Vale-transporteSeguro de vidaPrêmio assiduidadeRefeição no local sem custo OBSERVAÇÃO:Contratação somente em julho PARA SE CANDIDATAR ÀS VAGAS:Compareça ao Posto Sine, Rua do Príncipe, 330 – 11º andar, Edifício Manchester, Centro, Joinville - das 12h às 18h ou pelo app da Carteira de Trabalho Digital: Maleta Objetivos Profissionais cadastre-se para se candidatar. PARA RECEBER DIARIAMENTE A LISTA DE VAGAS:https://chat.whatsapp.com/BXCJFQNwuhp8Co6I2JeXv9 WHATSAPP: (47) 99680-0136
